order_id;profit;cargo;cargo_amount;vehicle_type;manhattan_dist;Year;Month;Day
0_734868_73;3163;Livestock;50;electrified railway locomotive;124;2012;1;1
0_734869_61;27;Passengers;15;road vehicle;5;2012;1;2
1_734870_2;27;Passengers;15;road vehicle;5;2012;1;3
0_734872_18;360;Wood;22;road vehicle;27;2012;1;5
2_734872_47;450;Iron Ore;25;road vehicle;29;2012;1;5
2_734873_45;14;Passengers;10;road vehicle;4;2012;1;6
0_734873_56;208;Livestock;16;road vehicle;25;2012;1;6
3_734873_60;14;Passengers;10;road vehicle;4;2012;1;6
1_734874_60;13218;Oil;117;monorail locomotive;242;2012;1;7
0_734875_27;1499;Mail;59;ship;46;2012;1;8
1_734877_51;699;Coal;25;road vehicle;39;2012;1;10
0_734878_42;3658;Goods;58;railway locomotive;85;2012;1;11
0_734879_1;9;Passengers;5;road vehicle;5;2012;1;12
3_734879_6;18;Passengers;10;road vehicle;5;2012;1;12
2_734879_72;1842;Iron Ore;60;railway locomotive;50;2012;1;12
1_734881_6;3564;Goods;58;railway locomotive;85;2012;1;14
1_734883_22;11;Passengers;5;road vehicle;6;2012;1;16
2_734883_25;11;Passengers;5;road vehicle;6;2012;1;16
1_734885_16;536;Goods;18;road vehicle;40;2012;1;18
0_734885_72;4219;Mail;36;electrified railway locomotive;212;2012;1;18
0_734887_32;359;Grain;25;road vehicle;25;2012;1;20
2_734887_42;12335;Grain;180;electrified railway locomotive;124;2012;1;20
3_734887_68;18;Passengers;10;road vehicle;5;2012;1;20
1_734888_11;21;Passengers;12;road vehicle;5;2012;1;21
0_734891_27;360;Wood;22;road vehicle;27;2012;1;24
0_734891_69;13;Passengers;9;road vehicle;4;2012;1;24
2_734891_70;14;Passengers;10;road vehicle;4;2012;1;24
3_734892_52;208;Livestock;16;road vehicle;25;2012;1;25
1_734893_46;2195;Goods;190;ship;23;2012;1;26
0_734897_39;9;Passengers;5;road vehicle;5;2012;1;30
1_734898_29;412;Mail;25;ship;30;2012;1;31
0_734899_24;450;Iron Ore;25;road vehicle;29;2012;2;1
2_734899_39;360;Wood;22;road vehicle;27;2012;2;1
0_734900_70;699;Coal;25;road vehicle;39;2012;2;2
1_734902_21;17;Passengers;8;road vehicle;6;2012;2;4
0_734903_44;6996;Steel;60;electrified railway locomotive;171;2012;2;5
1_734903_71;16;Passengers;9;road vehicle;5;2012;2;5
1_734911_50;359;Grain;25;road vehicle;25;2012;2;13
3_734911_50;11;Passengers;5;road vehicle;6;2012;2;13
0_734912_3;5156;Mail;44;electrified railway locomotive;212;2012;2;14
2_734912_35;536;Goods;18;road vehicle;40;2012;2;14
1_734912_63;208;Livestock;16;road vehicle;25;2012;2;14
0_734914_46;695;Coal;25;road vehicle;39;2012;2;16
1_734915_28;45;Passengers;25;road vehicle;5;2012;2;17
3_734916_45;17150;Oil;350;ship;91;2012;2;18
1_734916_71;19;Passengers;11;road vehicle;5;2012;2;18
0_734917_31;3161;Livestock;50;electrified railway locomotive;124;2012;2;19
2_734917_61;3614;Goods;58;railway locomotive;85;2012;2;19
0_734918_58;360;Wood;22;road vehicle;27;2012;2;20
1_734919_30;12537;Mail;90;aircraft;259;2012;2;21
3_734919_36;3650;Goods;58;railway locomotive;85;2012;2;21
0_734921_7;4577;Steel;40;railway locomotive;171;2012;2;23
1_734921_28;42;Passengers;30;road vehicle;4;2012;2;23
2_734921_36;1851;Iron Ore;60;railway locomotive;50;2012;2;23
0_734925_40;360;Wood;22;road vehicle;27;2012;2;27
2_734925_45;2429;Mail;88;ship;50;2012;2;27
3_734926_1;450;Iron Ore;25;road vehicle;29;2012;2;28
0_734927_25;37;Passengers;21;road vehicle;5;2012;2;29
1_734927_32;12729;Grain;180;electrified railway locomotive;124;2012;2;29
0_734930_39;22;Passengers;10;road vehicle;6;2012;3;3
0_734933_36;360;Grain;25;road vehicle;25;2012;3;6
1_734934_24;208;Livestock;16;road vehicle;25;2012;3;7
3_734935_24;16;Passengers;9;road vehicle;5;2012;3;8
1_734935_28;27;Passengers;15;road vehicle;5;2012;3;8
2_734936_8;698;Coal;25;road vehicle;39;2012;3;9
0_734936_73;3047;Mail;26;electrified railway locomotive;212;2012;3;9
0_734939_12;14;Passengers;10;road vehicle;4;2012;3;12
1_734939_48;15;Passengers;11;road vehicle;4;2012;3;12
0_734940_53;534;Goods;18;road vehicle;40;2012;3;13
0_734943_42;3177;Goods;190;ship;23;2012;3;16
1_734944_49;360;Wood;22;road vehicle;27;2012;3;17
2_734944_61;9;Passengers;5;road vehicle;5;2012;3;17
0_734945_13;21;Passengers;12;road vehicle;5;2012;3;18
1_734949_29;4;Passengers;2;road vehicle;6;2012;3;22
2_734949_51;22;Passengers;10;road vehicle;6;2012;3;22
0_734949_58;695;Coal;25;road vehicle;39;2012;3;22
0_734950_47;1320;Mail;52;ship;46;2012;3;23
1_734951_33;360;Wood;22;road vehicle;27;2012;3;24
0_734952_52;450;Iron Ore;25;road vehicle;29;2012;3;25
2_734953_34;7;Passengers;4;road vehicle;5;2012;3;26
1_734953_52;6994;Steel;60;electrified railway locomotive;171;2012;3;26
0_734953_52;18;Passengers;10;road vehicle;5;2012;3;26
3_734954_28;208;Livestock;16;road vehicle;25;2012;3;27
0_734958_2;20;Passengers;14;road vehicle;4;2012;3;31
1_734958_2;21;Passengers;15;road vehicle;4;2012;3;31
1_734960_31;355;Grain;25;road vehicle;25;2012;4;2
0_734961_23;3620;Goods;58;railway locomotive;85;2012;4;3
2_734963_31;9;Passengers;5;road vehicle;5;2012;4;5
0_734963_37;12;Passengers;7;road vehicle;5;2012;4;5
1_734965_58;3157;Livestock;50;electrified railway locomotive;124;2012;4;7
3_734966_38;1843;Iron Ore;60;railway locomotive;50;2012;4;8
2_734967_53;9;Passengers;4;road vehicle;6;2012;4;9
3_734967_55;11;Passengers;5;road vehicle;6;2012;4;9
0_734968_12;4336;Mail;37;electrified railway locomotive;212;2012;4;10
1_734969_30;3575;Goods;58;railway locomotive;85;2012;4;11
0_734970_40;360;Wood;22;road vehicle;27;2012;4;12
1_734971_20;698;Coal;25;road vehicle;39;2012;4;13
1_734971_58;9;Passengers;5;road vehicle;5;2012;4;13
0_734972_2;16;Passengers;9;road vehicle;5;2012;4;14
0_734973_24;208;Livestock;16;road vehicle;25;2012;4;15
1_734975_11;12585;Grain;180;electrified railway locomotive;124;2012;4;17
0_734975_60;14;Passengers;10;road vehicle;4;2012;4;17
1_734976_8;20;Passengers;14;road vehicle;4;2012;4;18
0_734977_26;360;Wood;22;road vehicle;27;2012;4;19
1_734978_37;314;Mail;19;ship;30;2012;4;20
0_734979_29;450;Iron Ore;25;road vehicle;29;2012;4;21
2_734979_32;532;Goods;18;road vehicle;40;2012;4;21
0_734981_21;16;Passengers;9;road vehicle;5;2012;4;23
0_734984_2;360;Grain;25;road vehicle;25;2012;4;26
1_734984_70;695;Coal;25;road vehicle;39;2012;4;26
0_734985_37;2;Passengers;1;road vehicle;6;2012;4;27
1_734985_59;22;Passengers;10;road vehicle;6;2012;4;27
1_734989_42;7;Passengers;4;road vehicle;5;2012;5;1
0_734989_60;18;Passengers;10;road vehicle;5;2012;5;1
1_734992_20;208;Livestock;16;road vehicle;25;2012;5;4
1_734993_44;13;Passengers;9;road vehicle;4;2012;5;5
3_734993_44;14;Passengers;10;road vehicle;4;2012;5;5
0_734993_46;3177;Goods;190;ship;23;2012;5;5
1_734996_31;360;Wood;22;road vehicle;27;2012;5;8
3_734998_73;9;Passengers;5;road vehicle;5;2012;5;10
2_734999_5;14;Passengers;8;road vehicle;5;2012;5;11
0_734999_23;14301;Oil;350;ship;78;2012;5;11
1_734999_40;3618;Goods;58;railway locomotive;85;2012;5;11
0_735003_19;360;Wood;22;road vehicle;27;2012;5;15
2_735003_21;9;Passengers;4;road vehicle;6;2012;5;15
3_735003_23;11;Passengers;5;road vehicle;6;2012;5;15
1_735004_55;3399;Mail;29;electrified railway locomotive;212;2012;5;16
0_735005_17;1877;Mail;68;ship;50;2012;5;17
3_735005_62;360;Grain;25;road vehicle;25;2012;5;17
4_735006_6;450;Iron Ore;25;road vehicle;29;2012;5;18
1_735006_32;697;Coal;25;road vehicle;39;2012;5;18
0_735006_50;533;Goods;18;road vehicle;40;2012;5;18
1_735007_26;9;Passengers;5;road vehicle;5;2012;5;19
0_735007_44;16;Passengers;9;road vehicle;5;2012;5;19
2_735007_53;1860;Iron Ore;60;railway locomotive;50;2012;5;19
0_735010_67;3167;Livestock;50;electrified railway locomotive;124;2012;5;22
0_735011_68;15;Passengers;11;road vehicle;4;2012;5;23
2_735011_68;21;Passengers;15;road vehicle;4;2012;5;23
1_735013_30;3580;Goods;58;railway locomotive;85;2012;5;25
1_735017_23;9;Passengers;5;road vehicle;5;2012;5;29
0_735017_29;14;Passengers;8;road vehicle;5;2012;5;29
1_735018_31;204;Livestock;16;road vehicle;25;2012;5;30
1_735020_8;695;Coal;25;road vehicle;39;2012;6;1
1_735021_43;360;Wood;22;road vehicle;27;2012;6;2
3_735021_45;6;Passengers;3;road vehicle;6;2012;6;2
4_735021_47;11;Passengers;5;road vehicle;6;2012;6;2
0_735021_68;9001;Oil;117;monorail locomotive;242;2012;6;2
2_735023_48;12656;Grain;180;electrified railway locomotive;124;2012;6;4
1_735026_16;18;Passengers;10;road vehicle;5;2012;6;7
0_735026_34;23;Passengers;13;road vehicle;5;2012;6;7
1_735027_48;360;Grain;25;road vehicle;25;2012;6;8
3_735030_18;14;Passengers;10;road vehicle;4;2012;6;11
0_735030_35;12892;Mail;90;aircraft;259;2012;6;11
4_735030_40;21;Passengers;15;road vehicle;4;2012;6;11
1_735030_41;1549;Mail;61;ship;46;2012;6;11
2_735032_18;3173;Goods;190;ship;23;2012;6;13
0_735034_17;533;Goods;18;road vehicle;40;2012;6;15
1_735035_0;450;Iron Ore;25;road vehicle;29;2012;6;16
2_735035_11;360;Wood;22;road vehicle;27;2012;6;16
1_735035_47;1;Passengers;1;road vehicle;5;2012;6;16
0_735035_53;18;Passengers;10;road vehicle;5;2012;6;16
0_735037_71;4370;Steel;40;railway locomotive;171;2012;6;18
3_735038_58;208;Livestock;16;road vehicle;25;2012;6;19
1_735039_32;7735;Mail;66;electrified railway locomotive;212;2012;6;20
0_735039_69;4;Passengers;2;road vehicle;6;2012;6;20
1_735039_71;11;Passengers;5;road vehicle;6;2012;6;20
4_735040_8;6821;Steel;60;electrified railway locomotive;171;2012;6;21
2_735040_8;3662;Goods;58;railway locomotive;85;2012;6;21
1_735044_40;18;Passengers;10;road vehicle;5;2012;6;25
0_735044_58;23;Passengers;13;road vehicle;5;2012;6;25
1_735047_30;360;Wood;22;road vehicle;27;2012;6;28
0_735048_28;3657;Goods;58;railway locomotive;85;2012;6;29
1_735048_42;14;Passengers;10;road vehicle;4;2012;6;29
3_735048_42;14;Passengers;10;road vehicle;4;2012;6;29
2_735049_22;3190;Goods;190;ship;23;2012;6;30
0_735049_63;695;Coal;25;road vehicle;39;2012;6;30
1_735050_0;359;Grain;25;road vehicle;25;2012;7;1
1_735053_39;429;Mail;26;ship;30;2012;7;4
2_735054_3;18;Passengers;10;road vehicle;5;2012;7;5
1_735055_20;699;Coal;25;road vehicle;39;2012;7;6
0_735056_19;1836;Iron Ore;60;railway locomotive;50;2012;7;7
0_735057_54;208;Livestock;16;road vehicle;25;2012;7;8
0_735058_59;20;Passengers;9;road vehicle;6;2012;7;9
2_735061_51;450;Iron Ore;25;road vehicle;29;2012;7;12
1_735061_61;16511;Oil;350;ship;91;2012;7;12
3_735062_43;360;Wood;22;road vehicle;27;2012;7;13
4_735062_43;533;Goods;18;road vehicle;40;2012;7;13
0_735062_57;3154;Livestock;50;electrified railway locomotive;124;2012;7;13
1_735064_67;4336;Mail;37;electrified railway locomotive;212;2012;7;15
0_735068_5;12721;Grain;180;electrified railway locomotive;124;2012;7;19
1_735068_24;9;Passengers;5;road vehicle;5;2012;7;19
1_735073_12;59;Passengers;33;road vehicle;5;2012;7;24
0_735073_65;14288;Oil;117;monorail locomotive;242;2012;7;24
1_735074_63;360;Wood;22;road vehicle;27;2012;7;25
1_735076_2;11;Passengers;5;road vehicle;6;2012;7;27
0_735076_49;208;Livestock;16;road vehicle;25;2012;7;27
0_735080_22;52;Passengers;37;road vehicle;4;2012;7;31
1_735080_37;2153;Mail;78;ship;50;2012;7;31
3_735081_36;354;Grain;25;road vehicle;25;2012;8;1
2_735082_23;3187;Goods;190;ship;23;2012;8;2
0_735082_50;39;Passengers;22;road vehicle;5;2012;8;2
0_735085_1;695;Coal;25;road vehicle;39;2012;8;5
0_735087_36;43;Passengers;24;road vehicle;5;2012;8;7
2_735088_10;29;Passengers;21;road vehicle;4;2012;8;8
3_735088_28;450;Iron Ore;25;road vehicle;29;2012;8;8
4_735088_36;360;Wood;22;road vehicle;27;2012;8;8
1_735089_2;3574;Goods;58;railway locomotive;85;2012;8;9
2_735090_2;533;Goods;18;road vehicle;40;2012;8;10
0_735090_30;3629;Goods;58;railway locomotive;85;2012;8;10
0_735092_18;13;Passengers;6;road vehicle;6;2012;8;12
1_735092_46;7852;Mail;67;electrified railway locomotive;212;2012;8;12
0_735093_5;9;Passengers;5;road vehicle;5;2012;8;13
0_735095_45;208;Livestock;16;road vehicle;25;2012;8;15
2_735097_21;4;Passengers;2;road vehicle;6;2012;8;17
0_735097_24;695;Coal;25;road vehicle;39;2012;8;17
1_735097_52;34;Passengers;19;road vehicle;5;2012;8;17
1_735100_56;360;Wood;22;road vehicle;27;2012;8;20
0_735101_21;1845;Iron Ore;60;railway locomotive;50;2012;8;21
1_735101_44;10;Passengers;6;road vehicle;5;2012;8;21
0_735102_46;25;Passengers;18;road vehicle;4;2012;8;22
2_735103_22;360;Grain;25;road vehicle;25;2012;8;23
1_735104_28;3188;Livestock;50;electrified railway locomotive;124;2012;8;24
3_735104_48;4579;Steel;40;railway locomotive;171;2012;8;24
0_735104_62;1;Passengers;1;road vehicle;4;2012;8;24
0_735105_59;1600;Mail;63;ship;46;2012;8;25
1_735107_57;3145;Goods;190;ship;23;2012;8;27
0_735108_47;25;Passengers;14;road vehicle;5;2012;8;28
1_735110_9;3;Passengers;2;road vehicle;5;2012;8;30
0_735113_3;12620;Grain;180;electrified railway locomotive;124;2012;9;2
1_735113_29;15;Passengers;7;road vehicle;6;2012;9;2
3_735114_10;4;Passengers;2;road vehicle;6;2012;9;3
2_735114_29;360;Wood;22;road vehicle;27;2012;9;3
0_735114_41;208;Livestock;16;road vehicle;25;2012;9;3
1_735115_5;450;Iron Ore;25;road vehicle;29;2012;9;4
1_735117_42;3281;Mail;28;electrified railway locomotive;212;2012;9;6
2_735118_4;9;Passengers;5;road vehicle;5;2012;9;7
1_735118_63;30;Passengers;17;road vehicle;5;2012;9;7
0_735119_54;14540;Oil;350;ship;78;2012;9;8
2_735120_13;695;Coal;25;road vehicle;39;2012;9;9
1_735123_13;17;Passengers;12;road vehicle;4;2012;9;12
2_735123_57;35;Passengers;25;road vehicle;4;2012;9;12
3_735124_12;529;Goods;18;road vehicle;40;2012;9;13
1_735125_8;360;Grain;25;road vehicle;25;2012;9;14
0_735125_62;12866;Oil;117;monorail locomotive;242;2012;9;14
2_735126_11;6851;Steel;60;electrified railway locomotive;171;2012;9;15
1_735126_39;12892;Mail;90;aircraft;259;2012;9;15
3_735126_49;360;Wood;22;road vehicle;27;2012;9;15
3_735128_54;5;Passengers;3;road vehicle;5;2012;9;17
2_735129_14;27;Passengers;15;road vehicle;5;2012;9;18
0_735129_35;3606;Goods;58;railway locomotive;85;2012;9;18
1_735130_33;3661;Goods;58;railway locomotive;85;2012;9;19
0_735132_19;3187;Goods;190;ship;23;2012;9;21
1_735132_36;695;Coal;25;road vehicle;39;2012;9;21
1_735133_36;20;Passengers;9;road vehicle;6;2012;9;22
0_735133_37;208;Livestock;16;road vehicle;25;2012;9;22
0_735136_9;363;Mail;22;ship;30;2012;9;25
2_735137_19;9;Passengers;5;road vehicle;5;2012;9;26
0_735137_53;27;Passengers;15;road vehicle;5;2012;9;26
0_735140_22;360;Wood;22;road vehicle;27;2012;9;29
1_735141_37;14;Passengers;10;road vehicle;4;2012;9;30
0_735141_56;450;Iron Ore;25;road vehicle;29;2012;9;30
2_735141_57;21;Passengers;15;road vehicle;4;2012;9;30
0_735146_23;1844;Iron Ore;60;railway locomotive;50;2012;10;5
2_735146_66;9;Passengers;5;road vehicle;5;2012;10;5
0_735146_72;18;Passengers;10;road vehicle;5;2012;10;5
1_735147_42;5743;Mail;49;electrified railway locomotive;212;2012;10;6
0_735148_25;360;Grain;25;road vehicle;25;2012;10;7
1_735151_14;11;Passengers;5;road vehicle;6;2012;10;10
2_735151_48;13;Passengers;6;road vehicle;6;2012;10;10
3_735152_33;208;Livestock;16;road vehicle;25;2012;10;11
1_735152_42;360;Wood;22;road vehicle;27;2012;10;11
0_735152_55;3155;Livestock;50;electrified railway locomotive;124;2012;10;11
0_735155_25;695;Coal;25;road vehicle;39;2012;10;14
2_735155_35;532;Goods;18;road vehicle;40;2012;10;14
4_735155_39;9;Passengers;5;road vehicle;5;2012;10;14
3_735156_3;23;Passengers;13;road vehicle;5;2012;10;15
1_735157_22;12630;Grain;180;electrified railway locomotive;124;2012;10;16
5_735157_62;3183;Goods;190;ship;23;2012;10;16
0_735159_61;11;Passengers;8;road vehicle;4;2012;10;18
1_735160_7;21;Passengers;15;road vehicle;4;2012;10;19
0_735163_51;2760;Mail;100;ship;50;2012;10;22
1_735164_9;11746;Mail;82;aircraft;259;2012;10;23
2_735166_9;18;Passengers;10;road vehicle;5;2012;10;25
0_735166_15;360;Wood;22;road vehicle;27;2012;10;25
1_735166_35;28;Passengers;16;road vehicle;5;2012;10;25
0_735167_48;695;Coal;25;road vehicle;39;2012;10;26
1_735168_33;450;Iron Ore;25;road vehicle;29;2012;10;27
0_735170_11;360;Grain;25;road vehicle;25;2012;10;29
0_735170_51;11;Passengers;5;road vehicle;6;2012;10;29
2_735170_73;22;Passengers;10;road vehicle;6;2012;10;29
0_735172_44;208;Livestock;16;road vehicle;25;2012;10;31
1_735175_46;18;Passengers;10;road vehicle;5;2012;11;3
0_735176_11;28;Passengers;16;road vehicle;5;2012;11;4
3_735180_35;21;Passengers;15;road vehicle;4;2012;11;8
1_735181_38;3562;Goods;58;railway locomotive;85;2012;11;9
2_735182_15;3188;Goods;190;ship;23;2012;11;10
0_735182_32;17144;Oil;350;ship;91;2012;11;10
0_735183_50;533;Goods;18;road vehicle;40;2012;11;11
2_735184_36;360;Wood;22;road vehicle;27;2012;11;12
1_735185_9;3588;Goods;58;railway locomotive;85;2012;11;13
0_735185_54;29;Passengers;21;road vehicle;4;2012;11;13
0_735187_9;32;Passengers;18;road vehicle;5;2012;11;15
1_735189_39;2286;Mail;90;ship;46;2012;11;17
2_735190_36;3399;Mail;29;electrified railway locomotive;212;2012;11;18
3_735190_37;695;Coal;25;road vehicle;39;2012;11;18
1_735190_49;7;Passengers;4;road vehicle;5;2012;11;18
0_735191_15;1852;Iron Ore;60;railway locomotive;50;2012;11;19
2_735191_71;359;Grain;25;road vehicle;25;2012;11;19
1_735192_8;360;Wood;22;road vehicle;27;2012;11;20
0_735192_31;24;Passengers;11;road vehicle;6;2012;11;20
1_735194_35;208;Livestock;16;road vehicle;25;2012;11;22
1_735194_65;4;Passengers;2;road vehicle;6;2012;11;22
0_735196_68;11601;Oil;117;monorail locomotive;242;2012;11;24
2_735197_27;450;Iron Ore;25;road vehicle;29;2012;11;25
1_735197_44;3171;Livestock;50;electrified railway locomotive;124;2012;11;25
3_735197_65;28;Passengers;16;road vehicle;5;2012;11;25
0_735198_32;1;Passengers;1;road vehicle;5;2012;11;26
1_735200_31;4454;Steel;40;railway locomotive;171;2012;11;28
3_735202_19;10;Passengers;7;road vehicle;4;2012;11;30
2_735202_59;28;Passengers;20;road vehicle;4;2012;11;30
1_735202_60;699;Coal;25;road vehicle;39;2012;11;30
0_735202_63;12623;Grain;180;electrified railway locomotive;124;2012;11;30
1_735207_45;10314;Mail;72;aircraft;259;2012;12;5
2_735207_54;9;Passengers;5;road vehicle;5;2012;12;5
0_735207_58;3183;Goods;190;ship;23;2012;12;5
1_735208_14;18;Passengers;10;road vehicle;5;2012;12;6
0_735210_27;360;Wood;22;road vehicle;27;2012;12;8
1_735210_67;534;Goods;18;road vehicle;40;2012;12;8
0_735212_41;462;Mail;28;ship;30;2012;12;10
0_735216_15;359;Grain;25;road vehicle;25;2012;12;14
1_735217_3;208;Livestock;16;road vehicle;25;2012;12;15
2_735218_16;6702;Steel;60;electrified railway locomotive;171;2012;12;16
0_735220_13;22;Passengers;10;road vehicle;6;2012;12;18
2_735223_23;9;Passengers;4;road vehicle;6;2012;12;21
0_735224_4;450;Iron Ore;25;road vehicle;29;2012;12;22
0_735225_61;360;Wood;22;road vehicle;27;2012;12;23
1_735226_8;9962;Mail;85;electrified railway locomotive;212;2012;12;24
2_735226_52;3618;Goods;58;railway locomotive;85;2012;12;24
1_735227_6;3;Passengers;2;road vehicle;5;2012;12;25
0_735227_32;695;Coal;25;road vehicle;39;2012;12;25
1_735234_16;52;Passengers;37;road vehicle;4;2013;1;1
0_735234_53;3581;Goods;58;railway locomotive;85;2013;1;1
2_735235_6;66;Passengers;37;road vehicle;5;2013;1;2
3_735236_17;1845;Iron Ore;60;railway locomotive;50;2013;1;3
4_735236_27;3175;Goods;190;ship;23;2013;1;3
0_735237_7;208;Livestock;16;road vehicle;25;2013;1;4
1_735237_58;360;Wood;22;road vehicle;27;2013;1;4
0_735238_34;533;Goods;18;road vehicle;40;2013;1;5
0_735240_40;31;Passengers;22;road vehicle;4;2013;1;7
1_735240_64;359;Grain;25;road vehicle;25;2013;1;7
2_735241_30;45;Passengers;25;road vehicle;5;2013;1;8
0_735242_56;694;Coal;25;road vehicle;39;2013;1;9
2_735245_35;1;Passengers;1;road vehicle;5;2013;1;12
0_735245_56;3201;Livestock;50;electrified railway locomotive;124;2013;1;12
0_735247_24;44;Passengers;20;road vehicle;6;2013;1;14
1_735248_65;14466;Oil;117;monorail locomotive;242;2013;1;15
0_735249_28;5873;Mail;41;aircraft;259;2013;1;16
2_735249_48;12732;Grain;180;electrified railway locomotive;124;2013;1;16
1_735249_68;4;Passengers;2;road vehicle;6;2013;1;16
0_735250_55;450;Iron Ore;25;road vehicle;29;2013;1;17
2_735250_65;2456;Mail;89;ship;50;2013;1;17
3_735251_14;14477;Oil;350;ship;78;2013;1;18
1_735251_46;360;Wood;22;road vehicle;27;2013;1;18
4_735252_51;4805;Mail;41;electrified railway locomotive;212;2013;1;19
1_735253_35;3;Passengers;2;road vehicle;5;2013;1;20
0_735253_64;54;Passengers;30;road vehicle;5;2013;1;20
0_735256_3;208;Livestock;16;road vehicle;25;2013;1;23
0_735257_48;10;Passengers;7;road vehicle;4;2013;1;24
1_735257_69;21;Passengers;15;road vehicle;4;2013;1;24
0_735262_44;695;Coal;25;road vehicle;39;2013;1;29
3_735263_24;9;Passengers;5;road vehicle;5;2013;1;30
1_735263_49;360;Wood;22;road vehicle;27;2013;1;30
0_735263_49;23;Passengers;13;road vehicle;5;2013;1;30
2_735264_30;359;Grain;25;road vehicle;25;2013;1;31
0_735266_59;533;Goods;18;road vehicle;40;2013;2;2
0_735267_65;4;Passengers;2;road vehicle;6;2013;2;3
1_735268_14;22;Passengers;10;road vehicle;6;2013;2;4
2_735270_28;3164;Goods;190;ship;23;2013;2;6
1_735272_37;16;Passengers;9;road vehicle;5;2013;2;8
0_735272_54;27;Passengers;15;road vehicle;5;2013;2;8
0_735274_73;208;Livestock;16;road vehicle;25;2013;2;10
1_735275_21;3584;Goods;58;railway locomotive;85;2013;2;11
2_735276_59;3652;Goods;58;railway locomotive;85;2013;2;12
0_735277_32;450;Iron Ore;25;road vehicle;29;2013;2;13
1_735277_37;360;Wood;22;road vehicle;27;2013;2;13
3_735277_48;22;Passengers;16;road vehicle;4;2013;2;13
4_735277_49;28;Passengers;20;road vehicle;4;2013;2;13
2_735278_19;2184;Mail;86;ship;46;2013;2;14
5_735278_57;6446;Mail;55;electrified railway locomotive;212;2013;2;14
0_735279_50;695;Coal;25;road vehicle;39;2013;2;15
0_735282_10;4467;Steel;40;railway locomotive;171;2013;2;18
3_735283_4;9;Passengers;5;road vehicle;5;2013;2;19
0_735283_8;14;Passengers;8;road vehicle;5;2013;2;19
1_735283_39;6833;Steel;60;electrified railway locomotive;171;2013;2;19
2_735284_57;1840;Iron Ore;60;railway locomotive;50;2013;2;20
0_735286_23;3176;Goods;190;ship;23;2013;2;22
0_735287_24;11;Passengers;5;road vehicle;6;2013;2;23
1_735287_47;3184;Livestock;50;electrified railway locomotive;124;2013;2;23
2_735287_60;15;Passengers;7;road vehicle;6;2013;2;23
1_735289_4;7019;Mail;49;aircraft;259;2013;2;25
0_735289_40;360;Wood;22;road vehicle;27;2013;2;25
2_735292_9;10;Passengers;6;road vehicle;5;2013;2;28
1_735292_13;19;Passengers;11;road vehicle;5;2013;2;28
0_735293_58;11365;Wood;117;monorail locomotive;161;2013;3;1
2_735293_69;208;Livestock;16;road vehicle;25;2013;3;1
1_735295_52;12621;Grain;180;electrified railway locomotive;124;2013;3;3
0_735296_37;15;Passengers;11;road vehicle;4;2013;3;4
2_735296_38;21;Passengers;15;road vehicle;4;2013;3;4
1_735297_56;695;Coal;25;road vehicle;39;2013;3;5
2_735299_2;532;Goods;18;road vehicle;40;2013;3;7
1_735299_14;350;Grain;25;road vehicle;25;2013;3;7
0_735300_59;13131;Oil;117;monorail locomotive;242;2013;3;8
1_735301_15;412;Mail;25;ship;30;2013;3;9
1_735301_72;18;Passengers;10;road vehicle;5;2013;3;9
0_735302_13;16;Passengers;9;road vehicle;5;2013;3;10
1_735303_28;360;Wood;22;road vehicle;27;2013;3;11
2_735303_52;2461;Mail;21;electrified railway locomotive;212;2013;3;11
3_735304_9;450;Iron Ore;25;road vehicle;29;2013;3;12
1_735306_54;17;Passengers;8;road vehicle;6;2013;3;14
2_735306_69;13;Passengers;6;road vehicle;6;2013;3;14
0_735307_6;17146;Oil;350;ship;91;2013;3;15
1_735310_60;9;Passengers;5;road vehicle;5;2013;3;18
0_735311_3;10;Passengers;6;road vehicle;5;2013;3;19
1_735312_65;208;Livestock;16;road vehicle;25;2013;3;20
0_735313_59;3608;Goods;58;railway locomotive;85;2013;3;21
1_735314_62;695;Coal;25;road vehicle;39;2013;3;22
0_735315_27;15;Passengers;11;road vehicle;4;2013;3;23
2_735315_28;21;Passengers;15;road vehicle;4;2013;3;23
1_735316_44;360;Wood;22;road vehicle;27;2013;3;24
0_735320_2;3662;Goods;58;railway locomotive;85;2013;3;28
1_735320_57;9;Passengers;5;road vehicle;5;2013;3;28
0_735320_62;12;Passengers;7;road vehicle;5;2013;3;28
1_735322_30;360;Grain;25;road vehicle;25;2013;3;30
0_735323_41;3176;Goods;190;ship;23;2013;3;31
0_735325_4;11;Passengers;5;road vehicle;6;2013;4;2
1_735325_39;20;Passengers;9;road vehicle;6;2013;4;2
0_735326_20;533;Goods;18;road vehicle;40;2013;4;3
1_735328_31;2318;Mail;84;ship;50;2013;4;5
0_735329_18;5743;Mail;49;electrified railway locomotive;212;2013;4;6
2_735329_19;360;Wood;22;road vehicle;27;2013;4;6
3_735329_22;1;Passengers;1;road vehicle;5;2013;4;6
1_735329_27;18;Passengers;10;road vehicle;5;2013;4;6
0_735331_61;208;Livestock;16;road vehicle;25;2013;4;8
4_735332_32;1856;Iron Ore;60;railway locomotive;50;2013;4;9
0_735333_11;14;Passengers;10;road vehicle;4;2013;4;10
2_735333_46;15;Passengers;11;road vehicle;4;2013;4;10
1_735334_46;11441;Wood;117;monorail locomotive;161;2013;4;11
